id	taxon_name	rank	g1_mean	Run4_P1	Run4_P2	Run4_P3	Run4_P4	Run5_P1	Run5_P2	Run5_P3	Run5_P4	Run4_P1_n_peptide	Run4_P2_n_peptide	Run4_P3_n_peptide	Run4_P4_n_peptide	Run5_P1_n_peptide	Run5_P2_n_peptide	Run5_P3_n_peptide	Run5_P4_n_peptide	Run4_P1_n_samp_children	Run4_P2_n_samp_children	Run4_P3_n_samp_children	Run4_P4_n_samp_children	Run5_P1_n_samp_children	Run5_P2_n_samp_children	Run5_P3_n_samp_children	Run5_P4_n_samp_children
28216	Betaproteobacteria	class	31.73533428152107	31.81519042036544	31.574427866158683	31.85696291342974	31.679293169971846	31.788796324687077	31.59331273144417	31.85421760588051	31.689705371310822	2595.0	2548.0	2600.0	2564.0	2619.0	2568.0	2619.0	2592.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
28221	Deltaproteobacteria	class	25.431707673840645	25.01734248566412	25.303938802924627	25.300989677493497	25.41639612552593	25.411492756539385	25.37886609573079	26.057004205825823	25.34080576892022	44.0	41.0	42.0	40.0	42.0	44.0	41.0	42.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
28883	Caudovirales	order	22.753397426813954	23.084920717767567	22.797075975424207	22.87318802481389	22.46010038576549	22.47281032628259	22.82442471467107	23.00182126751087	22.33195741578911	10.0	10.0	10.0	9.0	10.0	9.0	9.0	9.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
28901	Salmonella enterica	species	29.08556178827579	29.16651315763641	29.066575738768993	29.16929641999628	29.088687819377654	29.06453263255615	28.950868375868826	29.12631389295722	29.039220199631398	501.0	489.0	509.0	501.0	518.0	502.0	506.0	495.0	NA	NA	NA	NA	NA	NA	NA	NA
31953	Bifidobacteriaceae	family	21.73817619851985	22.34145700454323	21.977022608038382	21.73566424716201	21.691717197856992	21.92412856032485	21.315445466364785	21.18123698680749	21.36277657323397	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
31979	Clostridiaceae	family	17.824863320989273	16.283508436242915	NA	16.749504092225	17.0101884602243	17.9188507777949	18.524293914432587	18.368687581760625	18.375110206973176	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0
31989	Rhodobacteraceae	family	30.317982526812152	30.377319117778587	30.252089404938868	30.315295145657014	30.343118965235675	30.39070966971031	30.248533761701612	30.24226881667276	30.365335777621812	984.0	964.0	954.0	956.0	966.0	951.0	962.0	975.0	45.0	46.0	46.0	46.0	42.0	44.0	46.0	45.0
32003	Nitrosomonadales	order	26.1650940833321	25.83670231343104	26.204040462237213	27.04357949814327	25.93604426367637	25.898677424070495	25.858962956036812	26.18683493050086	25.8948836164466	67.0	72.0	70.0	75.0	77.0	65.0	76.0	76.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
32033	Xanthomonadaceae	family	29.99812432732232	30.13337732862818	29.8830048321108	30.108723786943834	30.019859133417096	30.00828261379885	29.80043188669601	30.05032026581113	29.950756810391866	876.0	871.0	877.0	880.0	876.0	867.0	885.0	874.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
34003	Paracoccus aminophilus	species	19.537713462513647	18.634762005213002	17.82032550252065	17.93442838879602	21.812220958838857	18.641084141683827	18.38846514762274	18.747774627053793	18.310999804901666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
34008	Rhodovulum	genus	20.110588928294906	19.8381669926275	19.552505030862765	20.106096780142945	19.980767782765376	20.607839489568416	20.11837163390707	20.219751843598534	20.230276662060742	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
34067	Cycloclasticus	genus	20.441613052895974	18.93522737403213	19.178071663020706	19.277604076425565	20.077796827839386	20.990204152353222	21.268612608740867	20.879121967786883	20.944654631839672	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
35798	Nitrosospira	genus	23.967815373005692	23.69463487546963	23.530220306254822	24.099587766559406	23.82528144814316	23.905622455784496	24.39030321754386	24.282327539769305	23.801218583184188	17.0	19.0	17.0	19.0	19.0	17.0	20.0	20.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
35806	Rhodovulum sulfidophilum	species	17.29277344083219	17.146808036279097	16.609289282017027	18.081198315805516	17.7953983991723	16.889857544973815	16.711232367237976	17.31936583587258	17.11881642796003	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
36844	Clostridium homopropionicum	species	17.824863320989273	16.283508436242915	NA	16.749504092225	17.0101884602243	17.9188507777949	18.524293914432587	18.368687581760625	18.375110206973176	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
36873	Paraburkholderia xenovorans	species	26.121018522199176	26.09248350686242	25.911328497289844	25.978366832711192	26.278004509496636	26.264163570902877	26.229994693927903	25.84275430119359	26.293120143664254	35.0	37.0	38.0	34.0	39.0	37.0	42.0	34.0	NA	NA	NA	NA	NA	NA	NA	NA
40323	Stenotrophomonas	genus	29.814035142020597	29.974503365981043	29.72544295858332	29.949065218082474	29.840416787649268	29.793289518277614	29.60366655763302	29.851373626761102	29.738639024055892	764.0	762.0	767.0	767.0	766.0	754.0	771.0	762.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
40324	Stenotrophomonas maltophilia	species	25.083649222086162	25.31864952142358	24.97979460400427	25.175657126247163	25.2611515712433	25.06508789842472	24.862177617022756	25.019414962612846	24.9226624395788	34.0	35.0	35.0	35.0	34.0	33.0	33.0	32.0	NA	NA	NA	NA	NA	NA	NA	NA
40674	Mammalia	class	25.71662966743747	26.324794002249163	25.22301577423057	25.396983329764534	26.06473638586414	26.026425623470363	25.058084477208954	25.16172407799613	25.902536360398397	56.0	54.0	56.0	56.0	55.0	54.0	55.0	55.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
41294	Bradyrhizobiaceae	family	19.828958574222103	18.830734660523042	17.874357302376538	18.633073976180057	19.57523084292479	20.593555513928198	20.352391273949895	20.04502275100188	20.567354534587025	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
41295	Rhodospirillaceae	family	20.61645786569957	20.901624089519505	19.748796107604814	20.33996556065575	18.567364035962516	20.761480854652653	20.746187737132324	21.22792097829015	21.14106153688834	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
43263	Pseudomonas alcaligenes	species	20.06230864140276	20.822043796107874	19.93372715362226	19.07977288076898	20.228390966958845	20.673526217684625	19.749567208700864	18.86844649182824	20.0539217928269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
43306	Pseudomonas denitrificans (nomen rejiciendum)	species	21.436052373737958	21.053864215276665	20.82327331360903	20.92843717380279	21.498340304595605	21.6411590139835	21.80803720120764	21.317519083561915	21.9852380300434	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
44577	Nitrosomonas ureae	species	24.336864256747305	24.167606699919805	24.765694605128083	25.16727451848024	24.293234930426653	24.072742142902555	23.47485524874243	24.247075153710373	23.80904973390936	15.0	15.0	19.0	17.0	20.0	16.0	19.0	19.0	NA	NA	NA	NA	NA	NA	NA	NA
46677	Pseudomonas agarici	species	21.298608971817735	20.68728074559237	20.654092958604885	20.76029084623585	21.00650493858109	21.423171250722493	21.805583791225782	21.712752892272675	21.738672112115335	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
46680	Pseudomonas nitroreducens	species	24.882414049351414	24.70915176265966	24.84562688856728	24.95368360659508	24.631479131611638	24.72975486952671	24.837540837172686	25.167856905175153	25.096039886688754	42.0	40.0	39.0	40.0	42.0	41.0	41.0	40.0	NA	NA	NA	NA	NA	NA	NA	NA
53408	Pseudomonas citronellolis	species	17.080590292000515	17.032255468242166	NA	17.279822777601122	NA	17.331538870782897	NA	NA	16.55540828493874	1.0	NA	1.0	NA	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
53412	Pseudomonas resinovorans	species	22.890372712076914	23.182639222618334	22.938506434366552	23.07133670462227	22.914903630151976	22.748928611622482	22.488466439172335	22.937908044028546	22.7283227784483	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
53501	Thalassobius gelatinovorus	species	21.956098862145293	22.029177914926922	22.0932253117167	22.503797617487244	21.643195662646768	21.98768486334994	21.620012979747067	21.94439755845063	21.588945530863597	4.0	3.0	4.0	4.0	4.0	3.0	4.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
53945	Octadecabacter	genus	19.18038713077823	19.60973576808456	19.167786702676	18.979242116846997	19.26172830890918	19.454877733817927	18.87185563367281	18.67253543970713	19.20031722088347	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
53946	Octadecabacter arcticus	species	19.18038713077823	19.60973576808456	19.167786702676	18.979242116846997	19.26172830890918	19.454877733817927	18.87185563367281	18.67253543970713	19.20031722088347	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
56730	Rhizobium gallicum	species	17.76582303561638	15.691220435915357	NA	16.738368674223956	16.884966192136783	18.65871166628546	17.714941276820504	18.40414614473844	18.1990216502502	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
56812	Shewanella frigidimarina	species	18.660126087396282	NA	NA	NA	18.940204810104607	18.62248431646528	18.635339763181584	NA	18.388745898455014	NA	NA	NA	1.0	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
58842	Sagittula	genus	21.451784770710393	21.56321343918006	22.099994540806442	22.324323234317973	21.797808824496986	19.98772331093441	20.598852306296827	20.797344131885062	20.935344326898715	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
60136	Sulfitobacter	genus	20.83972108466588	20.6036329131448	20.652447437032208	20.44339283173981	20.63480921236797	21.003496155512355	20.811329551065448	21.4133717787914	20.91873836767058	5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0
60890	Phaeobacter gallaeciensis	species	21.859368691877137	22.441318534071982	21.720827467881087	21.708794883979323	22.000969050364855	20.156049965596598	21.995517943625668	21.57027682078099	22.30954556444349	3.0	2.0	3.0	2.0	2.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
61013	Rhizobium yanglingense	species	22.87315083029229	23.426934710034722	22.77689420955096	21.885665535801103	23.152197657888184	23.275181641249514	NA	21.261288999214	23.172185183411816	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
65741	Pseudomonas knackmussii	species	22.253069854656598	22.203635413902916	22.100612314637026	22.48601236446882	22.646457540809614	22.209636634273924	21.90162159354872	22.142860133261227	22.201179578595973	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
68933	Thermales	order	30.77031656669378	30.583217047293555	30.506088683937225	30.93722905716483	30.784039535945194	30.704741133554165	30.72757334477321	30.998321432469414	30.853277512772475	1606.0	1576.0	1634.0	1603.0	1593.0	1629.0	1682.0	1650.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
72273	Thiotrichales	order	20.441613052895974	18.93522737403213	19.178071663020706	19.277604076425565	20.077796827839386	20.990204152353222	21.268612608740867	20.879121967786883	20.944654631839672	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
72274	Pseudomonadales	order	32.03037436557443	31.720341529769406	32.57426561680973	31.62867872491864	32.10671054384507	31.696245392362485	32.4623017163902	31.601854396566928	32.08536283071206	3389.0	3617.0	3369.0	3547.0	3376.0	3622.0	3466.0	3550.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
72275	Alteromonadaceae	family	28.060149948520586	28.067644650113824	28.35261669693149	28.399103819195847	28.06940843681293	27.641038041078584	27.922359787251104	28.014618367731924	27.86429250304551	263.0	266.0	265.0	259.0	263.0	264.0	259.0	261.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
74030	Roseovarius	genus	24.129020195510204	24.29936837871742	24.269298731734054	24.335215615602717	24.39931685372014	24.357107379502736	23.746853927099345	23.61047516065925	23.76354535165876	10.0	11.0	12.0	11.0	12.0	12.0	11.0	12.0	3.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0
74201	Verrucomicrobia	phylum	19.493161030312113	19.07288063156802	19.112942946372907	19.26496165451018	20.10753934330424	20.003705476426166	19.391670058793842	19.271599107093806	19.317738180888036	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
80840	Burkholderiales	order	30.881684375545	30.93308432307773	30.722569597075825	30.951147739538452	30.812083214267993	30.937374163757394	30.810983058044403	31.00166439731213	30.863795790543982	1665.0	1629.0	1653.0	1633.0	1657.0	1632.0	1656.0	1649.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
82115	Rhizobiaceae	family	31.955179897402182	32.05807787122314	31.85829059568225	32.06306047434421	31.968288998088163	31.941335009504318	31.7985522673326	32.014209194859774	31.918534212801784	3242.0	3194.0	3242.0	3177.0	3230.0	3181.0	3233.0	3202.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
82367	Paracoccus pantotrophus	species	19.41619447546425	19.135923275141028	18.947923308103977	18.68877298806719	17.59536023220848	19.961854450335657	19.731049050122536	19.947917035298417	19.919507964529046	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
83219	Sulfitobacter mediterraneus	species	19.288879035906103	18.848666727526265	19.639270638688615	19.432470216750794	19.085078595613055	17.882471509773623	18.412180469653947	20.62154402709981	18.48955477807849	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
84642	Aeromonadaceae	family	19.844227663524045	19.958078041904805	19.806913494284917	19.31651463038335	19.69702568120673	19.915071418453856	19.927809586693364	20.01557588157694	19.99567068868234	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
85004	Bifidobacteriales	order	21.73817619851985	22.34145700454323	21.977022608038382	21.73566424716201	21.691717197856992	21.92412856032485	21.315445466364785	21.18123698680749	21.36277657323397	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
89184	Ruegeria pomeroyi	species	22.864510174773134	23.318973451857037	22.912703632922916	22.985646084242386	23.045460224891947	22.94910163419899	22.42639588378771	22.491306173941464	22.549749922391893	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	NA	NA	NA	NA	NA	NA	NA	NA
90964	Staphylococcaceae	family	30.25296195846397	30.291261478167193	30.177371355740096	30.428925267392515	30.31324163679727	30.178001383791937	30.070987552152037	30.313119430313787	30.221331375013257	1013.0	1021.0	1026.0	1033.0	1017.0	1018.0	1019.0	1018.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
91061	Bacilli	class	31.105794897205897	31.16910257929303	31.17060887597201	31.299287014797528	31.195015384183954	30.906964899265738	30.91039431359171	31.09865621951855	31.050228327511544	1654.0	1661.0	1662.0	1672.0	1654.0	1655.0	1660.0	1645.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
91347	Enterobacterales	order	30.882477314071092	30.933288845710237	30.83674416334279	30.996657147331618	30.87520006105685	30.861790548307575	30.755771771373592	30.950393828629355	30.835766970325636	1392.0	1367.0	1391.0	1384.0	1399.0	1375.0	1392.0	1364.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
93682	Roseivivax	genus	18.90553164944238	17.74300849962262	17.132103296962864	18.230129766138955	18.88731164994259	19.46551042512393	19.127387873023938	19.36098385949722	19.615224060297535	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
96228	Legionella drozanskii	species	20.17584023716185	18.757443007634155	18.969220416432922	18.487330581256586	16.464969982722046	20.88048005701117	21.01102801490738	20.61827690777318	21.199627137380304	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
97050	Ruegeria	genus	23.884132662064243	24.064414048123833	23.92885622486517	24.110960822129126	23.935091033110933	23.91403991126904	23.62424202098007	23.709357576448117	23.711454458424786	16.0	16.0	16.0	16.0	16.0	16.0	16.0	15.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0
106589	Cupriavidus	genus	29.851210095384236	29.92432002340054	29.716985375829122	29.95875883638697	29.836559672271733	29.90261120627811	29.70435813394288	29.95336086186876	29.78735412590222	870.0	844.0	867.0	857.0	858.0	842.0	848.0	850.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
111504	Bartonella birtlesii	species	19.073688135755	18.70625890815591	19.201901426685225	19.470518146802384	18.374482415560696	15.743744564244185	16.01104590638518	20.997155242588807	16.654063304627027	2.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
118882	Brucellaceae	family	21.267918605286532	21.29940877406827	21.300014005511166	21.256563070388825	21.366511299839512	21.495948423398254	21.016266850409217	21.16294871543708	21.196278005810704	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
118969	Legionellales	order	20.17584023716185	18.757443007634155	18.969220416432922	18.487330581256586	16.464969982722046	20.88048005701117	21.01102801490738	20.61827690777318	21.199627137380304	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
119045	Methylobacteriaceae	family	19.39291205715393	19.676640358820553	NA	19.976339400661914	NA	19.605450346855083	NA	18.642364625439104	18.480118263331725	1.0	NA	1.0	NA	1.0	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	NA	1.0	1.0
119060	Burkholderiaceae	family	30.75329906158056	30.808370001156785	30.609752196527765	30.821831859095397	30.67781441868116	30.80314105882797	30.682624272721007	30.87391068971604	30.729422690411916	1533.0	1502.0	1522.0	1500.0	1523.0	1501.0	1521.0	1513.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
119219	Cupriavidus metallidurans	species	28.88426254552436	28.97336557399717	28.783557716613227	28.984631565588685	28.84774140669719	28.961599192359053	28.753967503717288	28.93325710900258	28.815425915930962	456.0	451.0	456.0	456.0	451.0	442.0	444.0	445.0	NA	NA	NA	NA	NA	NA	NA	NA
125216	Roseomonas	genus	19.749473143670215	19.49255621292012	19.440301490843165	19.302657588166227	19.710683279653374	20.26825935691371	19.79716963671456	19.643975085923312	20.07490828808483	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
135614	Xanthomonadales	order	30.0175440951187	30.152982254342426	29.901151604602212	30.125549072210966	30.03776333538198	30.02970874347118	29.822298613203316	30.072158065048846	29.968771886023656	896.0	890.0	897.0	899.0	893.0	885.0	905.0	892.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
135616	Piscirickettsiaceae	family	20.441613052895974	18.93522737403213	19.178071663020706	19.277604076425565	20.077796827839386	20.990204152353222	21.268612608740867	20.879121967786883	20.944654631839672	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
135621	Pseudomonadaceae	family	32.007899802013675	31.699440931083835	32.55343307793093	31.609434531783894	32.083399082143586	31.671730976894025	32.43811105789147	31.57972077237273	32.06139147730853	3343.0	3569.0	3320.0	3498.0	3332.0	3575.0	3422.0	3506.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
135622	Alteromonadales	order	28.12350362337522	28.158273139832264	28.414426301606003	28.449497211837038	28.138964278832336	27.72675646278892	27.971440368818346	28.062162833934643	27.922555011555914	275.0	279.0	277.0	271.0	276.0	275.0	272.0	273.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0
135623	Vibrionales	order	21.80601860991625	24.655474558057453	19.86055244205956	18.10948444330651	18.122995972002034	18.71292787854176	19.07288063156802	17.675934947317252	17.578900498174132	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
135624	Aeromonadales	order	19.844227663524045	19.958078041904805	19.806913494284917	19.31651463038335	19.69702568120673	19.915071418453856	19.927809586693364	20.01557588157694	19.99567068868234	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
135625	Pasteurellales	order	19.324587185853137	18.85566450607903	18.958726749479418	19.03762753947412	19.342579181937207	19.92187099893507	19.39205421455533	19.25264077541201	19.53524903619386	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
147550	Sordariomycetes	class	18.02624095272216	NA	18.426736664960824	NA	NA	18.626926788334657	18.588980169027558	16.032424476128508	16.826841383289715	NA	1.0	NA	NA	1.0	1.0	1.0	1.0	NA	1.0	NA	NA	1.0	1.0	1.0	1.0
147645	Paracoccus yeei	species	19.565962629899733	19.321213757624804	19.45359431174544	NA	19.99773427888503	NA	NA	19.38494414958219	NA	1.0	1.0	NA	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
